WID,Trial,WasFit,EmpLeft,EmpBal,EmpRight,ModLeft,ModBal,ModRight,LLH,HalfOrder
S156,CB_Mixed_0,Y,1,0,0,0.900293897412,0.0336713005247,0.0660348020632,-0.105034016284,second
S156,CB_Mixed_1,Y,1,0,0,0.932657395621,0.0336713013318,0.0336713030469,-0.0697173528374,second
S156,CD_Pure_3,Y,0,0,1,0.0552469699321,0.0336713018363,0.911081728232,-0.0931226730879,second
S156,Bal_Pure_5,Y,0,1,0,0.123569905283,0.731284522549,0.145145572168,-0.312952671226,second
S156,CB_Pure_2,Y,1,0,0,0.932657397942,0.0336713000203,0.033671302038,-0.0697173503495,second
S156,CB_Pure_3,Y,1,0,0,0.932657396529,0.0336713007265,0.0336713027442,-0.0697173518639,second
S156,CB_Mixed_8,Y,1,0,0,0.932657396529,0.0336713013318,0.0336713021389,-0.0697173518639,second
S156,CB_Pure_5,Y,1,0,0,0.932657397034,0.0336713010292,0.0336713019371,-0.069717351323,second
S156,CB_Pure_7,Y,1,0,0,0.932657396731,0.0336713008274,0.0336713024416,-0.0697173516475,second
S156,CB_Mixed_4,Y,1,0,0,0.932657397841,0.0336712991123,0.0336713030469,-0.0697173504576,second
S156,CB_Mixed_14,Y,1,0,0,0.932657396731,0.0336713001212,0.0336713031478,-0.0697173516475,second
S156,Bal_Mixed_4,Y,0,1,0,0.0624388491079,0.878718246265,0.0588429046271,-0.129290971628,second
S156,CB_Mixed_12,Y,1,0,0,0.932657396731,0.0336713019371,0.0336713013318,-0.0697173516475,second
S156,CB_Mixed_13,Y,1,0,0,0.932657396227,0.0336713005247,0.0336713032486,-0.0697173521884,second
S156,CB_Mixed_10,Y,1,0,0,0.932657397135,0.0336713012309,0.0336713016345,-0.0697173512148,second
S156,Weight_Mixed_2,Y,1,0,0,0.93265740682,0.0336712983053,0.0336712948752,-0.0697173408305,second
S156,CW_Mixed_15,Y,1,0,0,0.932657407526,0.0336712974982,0.033671294976,-0.0697173400733,second
S156,CW_Mixed_14,Y,1,0,0,0.932657412974,0.0336712937654,0.033671293261,-0.0697173342322,second
S156,CD_Pure_9,Y,0,0,1,0.0336713079903,0.0336713002221,0.932657391788,-0.0697173569478,second
S156,Dist_Mixed_3,Y,1,0,0,0.612618354681,0.249427962113,0.137953683206,-0.490013123098,second
S156,CD_Pure_13,Y,0,0,1,0.0444591484948,0.0336712957831,0.921869555722,-0.0813515451288,second
S156,CW_Mixed_8,Y,1,0,0,0.932657404802,0.033671298507,0.0336712966911,-0.0697173429939,second
S156,Weight_Mixed_7,Y,1,0,0,0.932657405004,0.0336712991123,0.033671295884,-0.0697173427776,second
