WID,TrialName,TrialBase,Response,NormResp,TrialType,Materials,Centering,StrutSize,ShapeType,TrialNumber,RevType,CorrectResp,TrialOrd,Time
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_1.0_1_blocks_R,CB_mixed_uncentered_1.0_1,R,L,CB,mixed,uncentered,1,blocks,1,R,B,16,2721
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_uncentered_1.0_1_mixed_N,B_mixed_uncentered_1.0_1,B,B,B,mixed,uncentered,1,mixed,1,N,B,17,5008
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_centered_1.0_1_blocks_R,W_pure_centered_1.0_1,R,L,W,pure,centered,1,blocks,1,R,L,18,1639
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_uncentered_0.25_0_blocks_N,B_mixed_uncentered_0.25_0,R,R,B,mixed,uncentered,0.25,blocks,0.25,N,B,19,5197
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_0.25_0_blocks_N,CB_mixed_uncentered_0.25_0,L,L,CB,mixed,uncentered,0.25,blocks,0.25,N,B,20,4325
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_centered_1.0_1_blocks_R,CD_pure_centered_1.0_1,R,L,CD,pure,centered,1,blocks,1,R,L,21,4072
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_centered_1.0_1_blocks_R,B_pure_centered_1.0_1,B,B,B,pure,centered,1,blocks,1,R,B,22,2737
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_centered_1.0_1_mixed_N,D_pure_centered_1.0_1,L,L,D,pure,centered,1,mixed,1,N,L,23,6739
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_0.25_1_mixed_N,D_pure_uncentered_0.25_1,R,R,D,pure,uncentered,0.25,mixed,0.25,N,L,24,4431
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_uncentered_0.25_0_mixed_R,CD_mixed_uncentered_0.25_0,L,R,CD,mixed,uncentered,0.25,mixed,0.25,R,L,25,3079
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_uncentered_1.0_0_blocks_N,CW_pure_uncentered_1.0_0,L,L,CW,pure,uncentered,1,blocks,1,N,L,26,3804
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_uncentered_1.0_0_mixed_R,W_mixed_uncentered_1.0_0,R,L,W,mixed,uncentered,1,mixed,1,R,L,27,5351
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_centered_1.0_0_blocks_N,CB_pure_centered_1.0_0,R,R,CB,pure,centered,1,blocks,1,N,B,28,4051
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_0.25_1_mixed_N,CB_mixed_uncentered_0.25_1,B,B,CB,mixed,uncentered,0.25,mixed,0.25,N,B,29,3688
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_uncentered_0.25_0_mixed_R,B_mixed_uncentered_0.25_0,B,B,B,mixed,uncentered,0.25,mixed,0.25,R,B,30,4445
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_centered_0.25_0_mixed_R,D_pure_centered_0.25_0,B,B,D,pure,centered,0.25,mixed,0.25,R,L,31,8029
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_0.25_0_mixed_R,CB_mixed_centered_0.25_0,B,B,CB,mixed,centered,0.25,mixed,0.25,R,B,32,4447
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_0.25_0_mixed_R,CB_mixed_uncentered_0.25_0,R,L,CB,mixed,uncentered,0.25,mixed,0.25,R,B,33,4022
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_1.0_1_mixed_N,CB_mixed_uncentered_1.0_1,L,L,CB,mixed,uncentered,1,mixed,1,N,B,34,3111
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_centered_1.0_1_mixed_N,W_pure_centered_1.0_1,B,B,W,pure,centered,1,mixed,1,N,L,35,10618
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_centered_0.25_0_mixed_R,CW_mixed_centered_0.25_0,B,B,CW,mixed,centered,0.25,mixed,0.25,R,L,36,4190
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_uncentered_1.0_0_blocks_N,D_mixed_uncentered_1.0_0,B,B,D,mixed,uncentered,1,blocks,1,N,L,37,10116
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_centered_0.25_1_blocks_R,CD_pure_centered_0.25_1,L,R,CD,pure,centered,0.25,blocks,0.25,R,L,38,3164
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_1.0_0_blocks_N,CB_mixed_uncentered_1.0_0,L,L,CB,mixed,uncentered,1,blocks,1,N,B,39,12168
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_1.0_0_mixed_R,D_mixed_centered_1.0_0,R,L,D,mixed,centered,1,mixed,1,R,L,40,3980
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_centered_0.25_1_mixed_N,W_mixed_centered_0.25_1,B,B,W,mixed,centered,0.25,mixed,0.25,N,L,41,3874
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_uncentered_1.0_1_mixed_N,W_pure_uncentered_1.0_1,B,B,W,pure,uncentered,1,mixed,1,N,L,42,3766
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_centered_1.0_1_mixed_N,CW_pure_centered_1.0_1,L,L,CW,pure,centered,1,mixed,1,N,L,43,3985
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_1.0_1_blocks_R,CB_mixed_centered_1.0_1,R,L,CB,mixed,centered,1,blocks,1,R,B,44,2610
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_uncentered_1.0_1_blocks_R,B_pure_uncentered_1.0_1,L,R,B,pure,uncentered,1,blocks,1,R,B,45,5745
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_centered_1.0_1_blocks_R,CB_pure_centered_1.0_1,B,B,CB,pure,centered,1,blocks,1,R,B,46,5598
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_uncentered_0.25_0_mixed_R,CW_mixed_uncentered_0.25_0,R,L,CW,mixed,uncentered,0.25,mixed,0.25,R,L,47,6750
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_uncentered_1.0_0_blocks_N,B_mixed_uncentered_1.0_0,B,B,B,mixed,uncentered,1,blocks,1,N,B,48,8604
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_uncentered_0.25_1_mixed_N,W_pure_uncentered_0.25_1,B,B,W,pure,uncentered,0.25,mixed,0.25,N,L,49,2645
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_1.0_0_blocks_N,D_pure_uncentered_1.0_0,B,B,D,pure,uncentered,1,blocks,1,N,L,50,8412
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_centered_0.25_1_mixed_N,B_pure_centered_0.25_1,B,B,B,pure,centered,0.25,mixed,0.25,N,B,51,3343
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_centered_0.25_0_mixed_R,CD_pure_centered_0.25_0,R,L,CD,pure,centered,0.25,mixed,0.25,R,L,52,4720
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_uncentered_0.25_1_blocks_R,W_pure_uncentered_0.25_1,R,L,W,pure,uncentered,0.25,blocks,0.25,R,L,53,2829
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_uncentered_1.0_0_mixed_R,D_mixed_uncentered_1.0_0,R,L,D,mixed,uncentered,1,mixed,1,R,L,54,10007
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_uncentered_0.25_0_mixed_R,B_pure_uncentered_0.25_0,B,B,B,pure,uncentered,0.25,mixed,0.25,R,B,55,14652
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_centered_1.0_0_mixed_R,B_mixed_centered_1.0_0,B,B,B,mixed,centered,1,mixed,1,R,B,56,6225
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_1.0_0_blocks_N,D_mixed_centered_1.0_0,L,L,D,mixed,centered,1,blocks,1,N,L,57,2447
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_uncentered_0.25_0_blocks_N,CW_mixed_uncentered_0.25_0,L,L,CW,mixed,uncentered,0.25,blocks,0.25,N,L,58,11360
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_uncentered_0.25_1_blocks_R,CB_pure_uncentered_0.25_1,R,L,CB,pure,uncentered,0.25,blocks,0.25,R,B,59,5895
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_0.25_1_mixed_N,CD_pure_uncentered_0.25_1,R,R,CD,pure,uncentered,0.25,mixed,0.25,N,L,60,5065
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_uncentered_1.0_1_mixed_N,CW_pure_uncentered_1.0_1,B,B,CW,pure,uncentered,1,mixed,1,N,L,61,5514
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_centered_1.0_1_blocks_R,CD_mixed_centered_1.0_1,R,L,CD,mixed,centered,1,blocks,1,R,L,62,8503
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_uncentered_1.0_0_blocks_N,W_mixed_uncentered_1.0_0,B,B,W,mixed,uncentered,1,blocks,1,N,L,63,7243
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_centered_0.25_0_mixed_R,B_pure_centered_0.25_0,B,B,B,pure,centered,0.25,mixed,0.25,R,B,64,3647
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_0.25_1_mixed_N,D_mixed_centered_0.25_1,L,L,D,mixed,centered,0.25,mixed,0.25,N,L,65,2465
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_centered_1.0_1_blocks_R,W_mixed_centered_1.0_1,R,L,W,mixed,centered,1,blocks,1,R,L,66,3878
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_1.0_1_mixed_N,D_pure_uncentered_1.0_1,B,B,D,pure,uncentered,1,mixed,1,N,L,67,7067
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_centered_1.0_0_blocks_N,W_pure_centered_1.0_0,L,L,W,pure,centered,1,blocks,1,N,L,68,2996
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_uncentered_0.25_1_mixed_N,B_pure_uncentered_0.25_1,B,B,B,pure,uncentered,0.25,mixed,0.25,N,B,69,9548
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_0.25_0_mixed_R,D_mixed_centered_0.25_0,R,L,D,mixed,centered,0.25,mixed,0.25,R,L,70,3891
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_centered_1.0_0_blocks_N,CW_pure_centered_1.0_0,L,L,CW,pure,centered,1,blocks,1,N,L,71,2932
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_1.0_0_blocks_N,CD_pure_uncentered_1.0_0,L,L,CD,pure,uncentered,1,blocks,1,N,L,72,6087
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_uncentered_1.0_0_mixed_R,CW_pure_uncentered_1.0_0,R,L,CW,pure,uncentered,1,mixed,1,R,L,73,5488
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_centered_0.25_0_mixed_R,CD_mixed_centered_0.25_0,L,R,CD,mixed,centered,0.25,mixed,0.25,R,L,74,4354
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_centered_1.0_0_blocks_N,D_pure_centered_1.0_0,R,R,D,pure,centered,1,blocks,1,N,L,75,4548
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_0.25_0_mixed_R,CD_pure_uncentered_0.25_0,B,B,CD,pure,uncentered,0.25,mixed,0.25,R,L,76,6677
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_0.25_0_blocks_N,D_pure_uncentered_0.25_0,B,B,D,pure,uncentered,0.25,blocks,0.25,N,L,77,6123
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_centered_0.25_1_mixed_N,D_pure_centered_0.25_1,L,L,D,pure,centered,0.25,mixed,0.25,N,L,78,6743
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_centered_0.25_1_blocks_R,CB_pure_centered_0.25_1,R,L,CB,pure,centered,0.25,blocks,0.25,R,B,79,4003
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_uncentered_0.25_0_blocks_N,W_mixed_uncentered_0.25_0,B,B,W,mixed,uncentered,0.25,blocks,0.25,N,L,80,9257
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_uncentered_1.0_1_mixed_N,CB_pure_uncentered_1.0_1,R,R,CB,pure,uncentered,1,mixed,1,N,B,81,2876
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_centered_1.0_1_mixed_N,CD_mixed_centered_1.0_1,B,B,CD,mixed,centered,1,mixed,1,N,L,82,5986
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_uncentered_0.25_1_blocks_R,W_mixed_uncentered_0.25_1,R,L,W,mixed,uncentered,0.25,blocks,0.25,R,L,83,3558
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_uncentered_0.25_1_blocks_R,CW_mixed_uncentered_0.25_1,B,B,CW,mixed,uncentered,0.25,blocks,0.25,R,L,84,12222
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_centered_0.25_0_blocks_N,D_pure_centered_0.25_0,L,L,D,pure,centered,0.25,blocks,0.25,N,L,85,4984
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_1.0_0_mixed_R,D_pure_uncentered_1.0_0,R,L,D,pure,uncentered,1,mixed,1,R,L,86,3662
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_centered_1.0_1_mixed_N,B_mixed_centered_1.0_1,B,B,B,mixed,centered,1,mixed,1,N,B,87,7597
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_uncentered_0.25_0_blocks_N,B_pure_uncentered_0.25_0,B,B,B,pure,uncentered,0.25,blocks,0.25,N,B,88,7431
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_mixed_centered_1.0_1_mixed_N,W_mixed_centered_1.0_1,B,B,W,mixed,centered,1,mixed,1,N,L,89,5045
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_centered_0.25_0_blocks_N,CB_pure_centered_0.25_0,L,L,CB,pure,centered,0.25,blocks,0.25,N,B,90,3637
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_1.0_1_blocks_R,D_pure_uncentered_1.0_1,R,L,D,pure,uncentered,1,blocks,1,R,L,91,3008
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_1.0_0_mixed_R,CD_pure_uncentered_1.0_0,R,L,CD,pure,uncentered,1,mixed,1,R,L,92,5300
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_uncentered_0.25_0_mixed_R,CW_pure_uncentered_0.25_0,R,L,CW,pure,uncentered,0.25,mixed,0.25,R,L,93,6968
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_uncentered_1.0_1_mixed_N,CD_mixed_uncentered_1.0_1,L,L,CD,mixed,uncentered,1,mixed,1,N,L,94,4422
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_centered_1.0_1_blocks_R,CW_mixed_centered_1.0_1,R,L,CW,mixed,centered,1,blocks,1,R,L,95,4812
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_uncentered_1.0_1_blocks_R,W_pure_uncentered_1.0_1,R,L,W,pure,uncentered,1,blocks,1,R,L,96,3604
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_centered_0.25_1_mixed_N,CW_pure_centered_0.25_1,L,L,CW,pure,centered,0.25,mixed,0.25,N,L,97,3646
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_uncentered_1.0_1_blocks_R,CD_mixed_uncentered_1.0_1,L,R,CD,mixed,uncentered,1,blocks,1,R,L,98,3828
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_mixed_uncentered_0.25_1_mixed_N,CW_mixed_uncentered_0.25_1,R,R,CW,mixed,uncentered,0.25,mixed,0.25,N,L,99,4053
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_centered_0.25_1_blocks_R,CW_pure_centered_0.25_1,R,L,CW,pure,centered,0.25,blocks,0.25,R,L,100,4480
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_uncentered_1.0_1_mixed_N,D_mixed_uncentered_1.0_1,R,R,D,mixed,uncentered,1,mixed,1,N,L,101,5135
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_0.25_0_blocks_N,CD_pure_uncentered_0.25_0,B,B,CD,pure,uncentered,0.25,blocks,0.25,N,L,102,6174
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_0.25_1_mixed_N,CB_mixed_centered_0.25_1,B,B,CB,mixed,centered,0.25,mixed,0.25,N,B,103,11549
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_centered_0.25_0_blocks_N,B_pure_centered_0.25_0,B,B,B,pure,centered,0.25,blocks,0.25,N,B,104,3320
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_0.25_1_blocks_R,CD_pure_uncentered_0.25_1,R,L,CD,pure,uncentered,0.25,blocks,0.25,R,L,105,2678
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_1.0_0_blocks_N,CB_mixed_centered_1.0_0,L,L,CB,mixed,centered,1,blocks,1,N,B,106,4502
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_pure_uncentered_0.25_1_blocks_R,D_pure_uncentered_0.25_1,R,L,D,pure,uncentered,0.25,blocks,0.25,R,L,107,2717
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CW_pure_uncentered_0.25_1_mixed_N,CW_pure_uncentered_0.25_1,B,B,CW,pure,uncentered,0.25,mixed,0.25,N,L,108,6645
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_uncentered_0.25_0_blocks_N,W_pure_uncentered_0.25_0,B,B,W,pure,uncentered,0.25,blocks,0.25,N,L,109,2861
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_centered_0.25_0_blocks_N,W_pure_centered_0.25_0,L,L,W,pure,centered,0.25,blocks,0.25,N,L,110,2443
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_mixed_centered_1.0_0_blocks_N,B_mixed_centered_1.0_0,B,B,B,mixed,centered,1,blocks,1,N,B,111,4375
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_uncentered_1.0_1_mixed_N,CD_pure_uncentered_1.0_1,L,L,CD,pure,uncentered,1,mixed,1,N,L,112,4618
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_mixed_centered_0.25_1_mixed_N,CD_mixed_centered_0.25_1,R,R,CD,mixed,centered,0.25,mixed,0.25,N,L,113,2347
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,B_pure_uncentered_0.25_1_blocks_R,B_pure_uncentered_0.25_1,B,B,B,pure,uncentered,0.25,blocks,0.25,R,B,114,4123
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,W_pure_centered_0.25_1_blocks_R,W_pure_centered_0.25_1,R,L,W,pure,centered,0.25,blocks,0.25,R,L,115,2725
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_0.25_1_blocks_R,CB_mixed_centered_0.25_1,R,L,CB,mixed,centered,0.25,blocks,0.25,R,B,116,3999
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_uncentered_0.25_0_blocks_N,CB_pure_uncentered_0.25_0,L,L,CB,pure,uncentered,0.25,blocks,0.25,N,B,117,4099
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_uncentered_0.25_1_blocks_R,CB_mixed_uncentered_0.25_1,R,L,CB,mixed,uncentered,0.25,blocks,0.25,R,B,118,1823
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_uncentered_0.25_1_mixed_N,D_mixed_uncentered_0.25_1,B,B,D,mixed,uncentered,0.25,mixed,0.25,N,L,119,47357
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_mixed_centered_1.0_0_mixed_R,CB_mixed_centered_1.0_0,R,L,CB,mixed,centered,1,mixed,1,R,B,120,2623
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CB_pure_uncentered_1.0_0_mixed_R,CB_pure_uncentered_1.0_0,B,B,CB,pure,uncentered,1,mixed,1,R,B,121,4156
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,CD_pure_centered_0.25_0_blocks_N,CD_pure_centered_0.25_0,L,L,CD,pure,centered,0.25,blocks,0.25,N,L,122,3248
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_1.0_1_blocks_R,D_mixed_centered_1.0_1,R,L,D,mixed,centered,1,blocks,1,R,L,123,2772
A10DEO061A6L3O:36TFCYNS45UD21G5BJNBC65ICRXXHN,D_mixed_centered_0.25_0_blocks_N,D_mixed_centered_0.25_0,L,L,D,mixed,centered,0.25,blocks,0.25,N,L,124,4723
