Strategy,FitType,CVOrder,FitLLH,CVLLH,AddStratParam
add1_msd,all,14,-5588.610531922062,-5641.96134507302,0.1134462227940753
add1_msd,all,15,-5694.791845997738,-5545.705326855657,0.1017466606387035
add1_msd,all,16,-5625.13497927485,-5626.2012230096025,0.1702908548061698
add1_msd,all,17,-5717.266529179361,-5514.278416568398,0.0804340240106001
add1_msd,all,18,-5802.5644681760605,-5433.70041764455,0.1485856172697051
add1_msd,all,19,-5702.6485061314215,-5556.12383171833,0.1176261317677035
add1_msd,all,20,-5596.107649879125,-5627.742318401422,0.2009273946665929
add1_msd,all,21,-5571.803956354816,-5668.521773978456,0.1610434087130392
add1_msd,all,22,-5718.8715566457095,-5512.6100902150665,0.1995607208431772
add1_msd,all,23,-5611.620953545001,-5614.7848547348,0.1440526626822915
add1_msd,all,24,-5438.670876450944,-5794.025871212233,0.1520935123481852
add1_msd,all,25,-5545.3338165232535,-5673.585999642374,0.0703058096196484
add1_msd,all,26,-5735.607458751868,-5524.979794206945,0.1115734554070983
add1_msd,all,27,-5660.743652990041,-5596.433070171194,0.2155753471771948
add1_msd,all,28,-5516.923785276121,-5716.492064637837,0.1291045519898692
add1_msd,all,29,-5631.711756157949,-5612.894506419252,0.0781300122821854
add1_msd,all,30,-5544.464697319429,-5670.718876971373,0.1559658713268801
add1_msd,all,31,-5788.478596082003,-5450.886580286639,0.1544850624549745
add1_msd,all,32,-5632.969397021757,-5609.570744344995,0.065872711848291
add1_msd,all,33,-5495.81239258446,-5754.815632162135,0.2014514956744282
add1_msd,all,34,-5580.753937658616,-5661.7845553572815,0.1527778777503197
add1_msd,all,35,-5722.854224764508,-5507.97412934133,0.1274113493519683
add1_msd,all,36,-5737.005424772003,-5481.127610047003,0.1484108877115899
add1_msd,all,37,-5574.139470458684,-5655.874619494796,0.0807301372082745
add1_msd,all,38,-5623.782612699313,-5619.880305880605,0.1133335744392358
add1_msd,all,39,-5628.447216779515,-5607.363007320568,0.0472256423406572
add1_msd,all,40,-5724.409857577466,-5508.646055586508,0.2081652869405356
add1_msd,all,41,-5554.570371729801,-5688.130517947046,0.0437109494033021
add1_msd,all,42,-5537.786155595347,-5690.198315169711,0.0971907506959277
add1_msd,all,43,-5624.359027562215,-5620.399669157901,0.1248873326400301
add1_msd,all,44,-5524.206626758483,-5711.97293506086,0.0757465875847595
add1_msd,all,45,-5615.479125299157,-5615.375850624133,0.1593673757030348
add1_msd,all,46,-5615.118279845661,-5637.072570586379,0.2452659788837147
add1_msd,all,47,-5593.369193414238,-5636.12639779438,0.1576633669538812
add1_msd,all,48,-5701.7331216654975,-5544.391457896452,0.1391766715671004
add1_msd,all,49,-5552.848184217458,-5680.84673984592,0.0711016997467103
add1_mspd,all,0,-5682.681414887256,-5567.970640884569,2.341108200404284e-05
add1_mspd,all,1,-5665.030677682872,-5569.857752670523,6.575835821790742e-05
add1_mspd,all,2,-5882.17560615999,-5359.762833823571,1.9585617001048075e-05
add1_mspd,all,3,-5787.5740115358685,-5451.138667991572,3.591089115895402e-05
add1_mspd,all,4,-5342.68607390696,-5895.521995171703,9.392642436263112e-05
add1_mspd,all,5,-5525.879836102693,-5716.085410067749,0.0744917567526509
add1_mspd,all,6,-5539.300729297377,-5711.122063133255,1.49273032024754e-05
add1_mspd,all,7,-5623.856426971838,-5634.21087660408,0.2000691826939059
add1_mspd,all,8,-5654.744064924572,-5599.464959613145,5.428081765719687e-05
add1_mspd,all,9,-5571.986907519496,-5665.578002494935,0.0001416123076037
add1_mspd,all,10,-5555.241052352658,-5674.548752024661,1.524920154073717e-05
add1_mspd,all,11,-5737.778764978935,-5520.581414405164,0.0001510434045231
add1_mspd,all,12,-5489.604867133231,-5748.3054608437,8.040373639797506e-05
add1_mspd,all,13,-5687.686945500269,-5542.626998284391,5.376136185683305e-05
add1_mspd,all,14,-5593.771932212842,-5653.02320443772,7.911921243634389e-05
add1_mspd,all,15,-5699.273433136101,-5543.895071872619,0.0402572513193757
add1_mspd,all,16,-5628.632707604917,-5609.733347626205,3.88555910227701e-05
add1_mspd,all,17,-5728.089934704664,-5521.76614840221,0.0001712590553809
add1_mspd,all,18,-5812.968523048921,-5444.844376963117,0.016513046612087
add1_mspd,all,19,-5706.682323712594,-5563.729445700659,0.0001390153076528
add1_mspd,all,20,-5604.881160071788,-5641.705126748391,1.7488983136765804e-05
add1_mspd,all,21,-5580.286038721189,-5675.39939959561,0.0001301998550003
add1_mspd,all,22,-5721.477197404001,-5510.177559078698,2.157756377780126e-05
add1_mspd,all,23,-5605.361933485103,-5623.641812760935,1.1188618954797278e-06
add1_mspd,all,24,-5451.344718475624,-5794.879097342172,0.2270280796626485
add1_mspd,all,25,-5558.710139963732,-5688.212551636895,3.242311932437073e-05
add1_mspd,all,26,-5727.388340469423,-5522.77409150816,5.2422696980286246e-08
add1_mspd,all,27,-5655.864381137645,-5595.577830380968,0.1557816914918641
add1_mspd,all,28,-5529.034914193003,-5714.87572760829,4.549950745320806e-05
add1_mspd,all,29,-5633.042848424806,-5615.56473321904,0.1295525125886832
add1_mspd,all,30,-5558.678573596496,-5675.993394072508,5.815950514140604e-05
add1_mspd,all,31,-5789.528781806583,-5444.479870509022,0.0004303800097932
add1_mspd,all,32,-5630.258276001489,-5612.618811422712,7.464119345029411e-06
add1_mspd,all,33,-5503.008986942966,-5744.512571679864,0.1192561562620223
add1_mspd,all,34,-5579.37605308111,-5664.211684732798,3.210668311112326e-05
add1_mspd,all,35,-5723.326129919144,-5515.472613620267,1.4701835706412526e-05
add1_mspd,all,36,-5746.758462273976,-5494.109874516088,5.6260784263339255e-06
add1_mspd,all,37,-5576.9748772099765,-5668.102658990576,0.0601349870234573
add1_mspd,all,38,-5628.39182915841,-5617.96626022553,0.0084007085502939
add1_mspd,all,39,-5630.336981714649,-5625.549239685552,2.8149213054450405e-05
add1_mspd,all,40,-5740.800550132176,-5500.532753787814,4.2336447134472e-05
add1_mspd,all,41,-5548.4773767249135,-5691.863672448882,0.0008128663393797
add1_mspd,all,42,-5557.1032827057,-5696.346571778707,5.9355182087183856e-05
add1_mspd,all,43,-5617.304339058221,-5620.650166406015,2.924166355134932e-05
add1_mspd,all,44,-5526.115794144461,-5732.92718857681,1.5119575491094588e-05
add1_mspd,all,45,-5630.622424898953,-5618.081835198497,2.139752936297191e-05
add1_mspd,all,46,-5607.549489269416,-5634.041342788257,5.48495396748538e-06
add1_mspd,all,47,-5597.906692279184,-5651.557780554638,0.3348480602261632
add1_mspd,all,48,-5705.4811983321415,-5559.764339860754,5.472951518399412e-05
add1_mspd,all,49,-5544.845187562094,-5700.653533252573,0.2990902691713414
add1_msp,all,0,-5682.780909529996,-5560.439394488932,1.0252002062905667e-05
add1_msp,all,1,-5676.264970843788,-5568.692369158329,0.0001128628199634
add1_msp,all,2,-5884.081971066444,-5368.987220836177,6.532126993502067e-05
add1_msp,all,3,-5791.444625204974,-5455.419563620715,1.5539160858108805e-07
add1_msp,all,4,-5343.653826135933,-5903.579058693809,0.0518797987080028
add1_msp,all,5,-5527.244599043259,-5716.2799467938585,0.1641620894581467
add1_msp,all,6,-5531.662199612902,-5712.608083118229,6.234607075334215e-06
add1_msp,all,7,-5635.56055327928,-5633.514255000568,0.3498270469629896
add1_msp,all,8,-5655.920807853944,-5581.443227274965,2.047703611020651e-06
add1_msp,all,9,-5585.371684341797,-5663.386132843207,8.432296633543322e-05
add1_msp,all,10,-5560.280933049393,-5681.038245931755,1.1144640401886751e-05
add1_msp,all,11,-5735.233316270778,-5514.862086722894,0.1853611971713597
add1_msp,all,12,-5486.970898396472,-5744.7911181005065,4.209910294196928e-06
add1_msp,all,13,-5689.242670232956,-5549.289618983082,4.334967761095606e-06
add1_msp,all,14,-5593.536639558374,-5646.845322984623,0.0383546265054199
add1_msp,all,15,-5705.21047474301,-5546.070915637381,0.1397651499256031
add1_msp,all,16,-5629.794133455638,-5614.654845175485,7.32004465242728e-05
add1_msp,all,17,-5715.988231454492,-5508.797130364002,7.089261972393729e-05
add1_msp,all,18,-5808.208563502599,-5443.41914761297,8.566971756099711e-07
add1_msp,all,19,-5705.116066159886,-5561.323229036817,3.2528794931750443e-06
add1_msp,all,20,-5603.497559414332,-5633.8803852581705,1.5066900587797434e-06
add1_msp,all,21,-5581.655310783486,-5679.29286235196,6.57985835430496e-06
add1_msp,all,22,-5733.459548712204,-5512.582218354423,8.494633781062855e-05
add1_msp,all,23,-5613.669085007058,-5630.17596336119,1.749807924935314e-05
add1_msp,all,24,-5453.361619254863,-5798.572100962707,0.2614654109496652
add1_msp,all,25,-5556.250578757436,-5684.7953968878655,1.08107126880857e-05
add1_msp,all,26,-5725.005836923723,-5530.39311923464,7.38451872529566e-05
add1_msp,all,27,-5661.065973551071,-5588.714001511688,0.0578105739686186
add1_msp,all,28,-5527.623604730456,-5717.883584007792,1.4767793084460617e-05
add1_msp,all,29,-5640.023005224341,-5615.741612872492,0.3489304094989638
add1_msp,all,30,-5559.314365730694,-5676.950367072763,6.514793471238325e-05
add1_msp,all,31,-5787.353169315255,-5458.699322598274,0.1667778438541637
add1_msp,all,32,-5622.311922541627,-5607.906853373751,3.690955693290783e-06
add1_msp,all,33,-5497.596504747938,-5742.089217904721,4.128515221516924e-06
add1_msp,all,34,-5574.452452681572,-5666.358777644336,4.743905650939743e-06
add1_msp,all,35,-5728.59134517756,-5515.130824139049,0.0001004666685613
add1_msp,all,36,-5747.342073362861,-5490.022548157438,3.4338116149075176e-05
add1_msp,all,37,-5582.812472498247,-5669.145289215678,0.0004880490068613
add1_msp,all,38,-5626.483838917399,-5617.591604966188,2.1693546391069818e-06
add1_msp,all,39,-5628.297498429191,-5624.079456405478,2.8152987537068542e-05
add1_msp,all,40,-5734.067517291404,-5518.143146504797,4.321385623140216e-05
add1_msp,all,41,-5550.167190347532,-5687.513301203925,4.236718856243286e-06
add1_msp,all,42,-5546.639119526681,-5696.679298109239,2.8611857607489003e-05
add1_msp,all,43,-5624.872400782398,-5628.990671059596,2.1561685166000747e-09
add1_msp,all,44,-5520.901495693788,-5720.0626354201495,2.4000344261233018e-08
add1_msp,all,45,-5624.5500705469085,-5613.082782178373,0.0227694042736338
add1_msp,all,46,-5617.721588009316,-5631.127446727197,2.606743944318684e-05
add1_msp,all,47,-5605.566269157012,-5648.345743845785,0.2208742217941797
add1_msp,all,48,-5701.05964932091,-5541.048233300399,0.0001740834705644
add1_msp,all,49,-5549.462419774673,-5694.364249204113,0.2974716468451827
add1_ms,all,0,-5693.1767085651545,-5570.452120181504,0.0314053738453953
add1_ms,all,1,-5665.965179229218,-5571.626208738586,0.0064190819724307
add1_ms,all,2,-5880.690688041877,-5374.454623637667,0.0001583862761596
add1_ms,all,3,-5788.902279174649,-5449.624970902062,7.115242400790905e-06
add1_ms,all,4,-5359.343654942113,-5900.565669855685,0.0348143448300933
add1_ms,all,5,-5524.960644557317,-5719.3273206085805,0.066442658734897
add1_ms,all,6,-5534.919591589741,-5711.761930025972,7.80895932651018e-07
add1_ms,all,7,-5627.360572931071,-5637.672723785625,0.069054813513822
add1_ms,all,8,-5658.113747808133,-5585.34281808311,9.633806289452132e-07
add1_ms,all,9,-5576.985906201264,-5663.687384654879,5.403403313436876e-07
add1_ms,all,10,-5563.682075895246,-5683.432718278352,2.9634492124555293e-06
add1_ms,all,11,-5739.390197576207,-5513.177485889656,1.0474193092969563e-05
add1_ms,all,12,-5489.131457784384,-5745.106894813105,0.0428298445367181
add1_ms,all,13,-5693.229890253146,-5552.95329395404,6.90692172092691e-06
add1_ms,all,14,-5585.354368600436,-5649.106580443217,0.001421380419996
add1_ms,all,15,-5694.218371725759,-5547.0355556059085,3.938928444095936e-06
add1_ms,all,16,-5632.6904941514285,-5625.141263774009,4.771208124619415e-07
add1_ms,all,17,-5716.8685534317365,-5530.707496145239,0.1027714351973067
add1_ms,all,18,-5805.519999234144,-5436.73213893976,1.832899316579111e-06
add1_ms,all,19,-5692.610794064053,-5551.985544669684,0.0001386646407266
add1_ms,all,20,-5598.596776776106,-5646.635110058534,4.743110207207612e-05
add1_ms,all,21,-5586.708416103057,-5668.061982705812,0.0241371300993018
add1_ms,all,22,-5735.868235076607,-5514.552169736421,0.0270942573195378
add1_ms,all,23,-5615.159630517543,-5631.046907064054,1.1292766882732165e-07
add1_ms,all,24,-5449.656921532172,-5792.491608138927,3.976135059461512e-07
add1_ms,all,25,-5554.652431118386,-5685.4888538123,2.5233292277354464e-06
add1_ms,all,26,-5719.230326411625,-5517.841287013223,7.073536262116834e-06
add1_ms,all,27,-5654.906527827032,-5587.324983444718,2.130655489099982e-05
add1_ms,all,28,-5519.728759705965,-5714.427153375211,0.0358859218780775
add1_ms,all,29,-5622.314885547525,-5626.729926529049,0.0153262352722914
add1_ms,all,30,-5563.456571668219,-5679.6330866200215,0.0115649176163451
add1_ms,all,31,-5791.104523982644,-5456.695918747376,1.2178573640892921e-07
add1_ms,all,32,-5635.995637206052,-5610.230076870534,2.830005054928017e-06
add1_ms,all,33,-5496.678808591324,-5743.908668966454,3.880095760404021e-06
add1_ms,all,34,-5581.775992120965,-5676.976458511797,0.0258519954377259
add1_ms,all,35,-5724.108478772321,-5517.35815451285,0.0368776791379815
add1_ms,all,36,-5745.630733989717,-5494.842010184972,0.0224211792711599
add1_ms,all,37,-5580.476062640468,-5659.748083810368,0.0270462760829714
add1_ms,all,38,-5612.16914667191,-5611.483433463816,0.0002275962352602
add1_ms,all,39,-5628.101513132949,-5613.642168626504,6.319000898324452e-06
add1_ms,all,40,-5732.112325555368,-5510.61364778345,1.0761940467134744e-06
add1_ms,all,41,-5559.622439300723,-5685.734993483192,4.419375526437008e-07
add1_ms,all,42,-5533.95540726376,-5691.167240031838,0.0097287794179663
add1_ms,all,43,-5619.37145575024,-5622.668634765151,1.3554144047552346e-06
add1_ms,all,44,-5520.420119696386,-5718.034884863032,3.0007079936819365e-06
add1_ms,all,45,-5626.565839255378,-5616.779159632448,0.0154122364838304
add1_ms,all,46,-5610.77574104211,-5636.721367771451,8.119701568755645e-07
add1_ms,all,47,-5601.576936513603,-5654.765229185557,0.0615853409908082
add1_ms,all,48,-5702.994383398423,-5549.251561036671,3.029306650325362e-08
add1_ms,all,49,-5550.673831035455,-5683.872626487572,0.0229052944869878
add1_mdsp,all,0,-5679.097202084935,-5550.41355761283,0.2315286116725301
add1_mdsp,all,1,-5673.169377110698,-5568.430955145767,0.1672164594441715
add1_mdsp,all,2,-5865.747402045692,-5358.035188494293,0.2124600457012562
add1_mdsp,all,3,-5787.981176755567,-5438.066725711584,0.0762378655719968
add1_mdsp,all,4,-5349.038998629857,-5888.478733174396,0.0367798869985893
add1_mdsp,all,5,-5524.506400481323,-5711.717680093556,0.1384665380854507
add1_mdsp,all,6,-5534.484255686172,-5715.557011096598,0.0819260115111605
add1_mdsp,all,7,-5628.864180029507,-5625.437410917271,0.0675033500004552
add1_mdsp,all,8,-5635.854736878454,-5572.657607563343,0.1724241060347683
add1_mdsp,all,9,-5567.11239401223,-5661.934914846211,0.2646673633446589
add1_mdsp,all,10,-5564.475518171708,-5679.283391525558,0.1014688083720675
add1_mdsp,all,11,-5742.9089719300055,-5510.204027678492,0.1048460505496093
add1_mdsp,all,12,-5489.059942061289,-5744.856222460528,0.1410297150119545
add1_mdsp,all,13,-5696.718085736694,-5538.725560748159,0.0797250693662474
add1_mdsp,all,14,-5593.470735222285,-5657.981008745775,0.1351090583290936
add1_mdsp,all,15,-5698.279339072572,-5530.617134864092,0.0607855926119348
add1_mdsp,all,16,-5635.927728642498,-5620.748492716919,0.123065828402801
add1_mdsp,all,17,-5719.304411394956,-5508.717744881466,0.1262080010681673
add1_mdsp,all,18,-5812.669355222066,-5434.196746529241,0.1844330947177578
add1_mdsp,all,19,-5693.468388732529,-5546.227863349456,0.0978257430203497
add1_mdsp,all,20,-5605.308390812394,-5639.46975693259,0.1552382492146595
add1_mdsp,all,21,-5576.146972650207,-5667.556792674524,0.1004262972484593
add1_mdsp,all,22,-5729.384914956517,-5512.338457694201,0.1616644938252137
add1_mdsp,all,23,-5615.824004149783,-5628.230804316567,0.0905940957327794
add1_mdsp,all,24,-5446.314480795681,-5795.911878873272,0.1657504608954864
add1_mdsp,all,25,-5548.08828077002,-5690.152597670582,0.0712386556315856
add1_mdsp,all,26,-5723.569100913672,-5528.348161825972,0.1113094338919519
add1_mdsp,all,27,-5654.157448417274,-5588.672065921862,0.1311844576130536
add1_mdsp,all,28,-5517.706048836517,-5709.422393624147,0.1226728528110653
add1_mdsp,all,29,-5628.803126681632,-5607.4580779298885,0.0505260606158915
add1_mdsp,all,30,-5551.734578900644,-5680.443530145431,0.1698310868403849
add1_mdsp,all,31,-5786.267587303094,-5470.36960196965,0.2793853519008806
add1_mdsp,all,32,-5627.130610882146,-5597.792079764649,0.0872008189416962
add1_mdsp,all,33,-5493.521139145428,-5742.333442449921,0.128188624201157
add1_mdsp,all,34,-5575.707052937687,-5655.596983997141,0.1049993828792344
add1_mdsp,all,35,-5719.929590251078,-5507.180066251277,0.1047526225992802
add1_mdsp,all,36,-5746.089701463068,-5478.924567988659,0.1984870712286509
add1_mdsp,all,37,-5571.70321676208,-5669.600651960515,0.1180890315480001
add1_mdsp,all,38,-5620.391332234328,-5606.84703973594,0.1739221345806956
add1_mdsp,all,39,-5625.960371925657,-5625.280882443804,0.0573727522778363
add1_mdsp,all,40,-5720.289293441762,-5505.632376582729,0.2240902830066845
add1_mdsp,all,41,-5542.776463107041,-5677.609019471309,0.0783993014979416
add1_mdsp,all,42,-5538.258831520991,-5703.626127457826,0.0465188544031545
add1_mdsp,all,43,-5622.750560069959,-5618.840529636452,0.1885312831523573
add1_mdsp,all,44,-5515.991755048904,-5718.325269117375,0.1055189542963883
add1_mdsp,all,45,-5624.442607733371,-5601.909543767504,0.1728284385623975
add1_mdsp,all,46,-5623.835975599594,-5640.746559563225,0.2056410404962844
add1_mdsp,all,47,-5594.784320292976,-5648.233107846267,0.1686067350821056
add1_mdsp,all,48,-5689.209475978598,-5544.700784765845,0.1076406285487705
add1_mdsp,all,49,-5555.220104259149,-5690.731303124433,0.0736249563907682
add1_mds,all,0,-5671.996238704496,-5565.948774508357,0.2917353450635754
add1_mds,all,1,-5666.48674077636,-5563.246757851278,0.1339013987442528
add1_mds,all,2,-5863.47261621427,-5374.440102290826,0.1412821470355074
add1_mds,all,3,-5790.620247135553,-5453.835576082571,0.070989937395395
add1_mds,all,4,-5345.395335540906,-5896.050976312969,0.0454216930835549
add1_mds,all,5,-5516.335189591577,-5711.473519023173,0.1898953458852896
add1_mds,all,6,-5527.876474239334,-5702.042287632556,0.1719491036999902
add1_mds,all,7,-5633.716545913956,-5623.102699451875,0.055292229302382
add1_mds,all,8,-5661.605811817223,-5578.978574030807,0.0967700342337925
add1_mds,all,9,-5571.812405053987,-5662.983598029871,0.2068710090192333
add1_mds,all,10,-5560.1689217492485,-5692.482078168748,0.0837830713921035
add1_mds,all,11,-5742.238224508937,-5503.57166915238,0.134623778326228
add1_mds,all,12,-5479.022828745632,-5756.273978086774,0.1563206226513903
add1_mds,all,13,-5694.530654947495,-5538.36807555853,0.0484425637517726
add1_mds,all,14,-5595.315108569634,-5647.74687222093,0.1299762619269007
add1_mds,all,15,-5703.336823044809,-5542.509709018931,0.0829865641963852
add1_mds,all,16,-5626.309190375428,-5618.637802776512,0.1334908171290787
add1_mds,all,17,-5716.940523874347,-5509.366755006262,0.1301035882449737
add1_mds,all,18,-5806.797226656239,-5427.428148983469,0.1330715153525327
add1_mds,all,19,-5697.780535668378,-5557.8605788388295,0.0805050652736057
add1_mds,all,20,-5596.536030214322,-5639.727280316152,0.1656202009568596
add1_mds,all,21,-5565.753096480752,-5665.28427865396,0.1496993356751761
add1_mds,all,22,-5721.99617056941,-5519.469656974864,0.1706862003469637
add1_mds,all,23,-5620.918990658873,-5627.99524697642,0.1588349485265148
add1_mds,all,24,-5440.193321214284,-5795.118045111698,0.2069731737888043
add1_mds,all,25,-5544.210786000753,-5682.681267877953,0.0914366208822398
add1_mds,all,26,-5730.410794099922,-5514.765669715891,0.1186877938046641
add1_mds,all,27,-5649.504826886866,-5585.8951832992425,0.1666144505616575
add1_mds,all,28,-5521.0627676436525,-5709.42159209678,0.1128880007391513
add1_mds,all,29,-5639.9374010648,-5615.835277963639,0.0579642315675194
add1_mds,all,30,-5559.307036549348,-5668.198329067154,0.1598748810467606
add1_mds,all,31,-5788.169607726613,-5437.010795916934,0.2014906141691127
add1_mds,all,32,-5631.594639106892,-5597.860516073809,0.0700885019642096
add1_mds,all,33,-5497.313039299675,-5741.061115319808,0.1340817554001502
add1_mds,all,34,-5577.851116918271,-5655.566270870599,0.1421120797056324
add1_mds,all,35,-5718.862992120925,-5513.674180497135,0.1197947474754907
add1_mds,all,36,-5744.649971058301,-5482.514289836996,0.1574987194847268
add1_mds,all,37,-5579.673955151911,-5656.910323900572,0.0831813014849453
add1_mds,all,38,-5621.583183603682,-5613.199597224872,0.1710411523575516
add1_mds,all,39,-5633.5245874808,-5617.512850250417,0.0406001460024353
add1_mds,all,40,-5722.51865951492,-5506.98250222862,0.1849261131794979
add1_mds,all,41,-5550.621840826728,-5690.497455985576,0.0765962936202989
add1_mds,all,42,-5544.5530466089285,-5690.723919736097,0.0939883700547822
add1_mds,all,43,-5611.824408177223,-5623.506969375572,0.1909662143290847
add1_mds,all,44,-5531.856196459822,-5722.7461703456165,0.1055998467121363
add1_mds,all,45,-5623.968959604835,-5611.271864304021,0.0985986866963567
add1_mds,all,46,-5618.746879331104,-5645.593675959866,0.2239416123838168
add1_mds,all,47,-5602.300620127677,-5653.339759986751,0.180973480349782
add1_mds,all,48,-5699.071101775484,-5543.34679051445,0.1089959189523087
add1_mds,all,49,-5554.914390954349,-5683.835304445834,0.0833863184251755
add1_mdps,all,0,-5685.345847225859,-5560.759312835955,0.0047262380337821
add1_mdps,all,1,-5671.731844088978,-5569.42809551402,1.876951029707717e-05
add1_mdps,all,2,-5876.524909037593,-5371.714755935229,4.622875808375377e-05
add1_mdps,all,3,-5792.148584083519,-5454.957475290548,3.916128271618854e-06
add1_mdps,all,4,-5357.258015825812,-5896.982653591448,9.022187459209769e-06
add1_mdps,all,5,-5528.984798376389,-5712.724740878538,6.435947426256942e-07
add1_mdps,all,6,-5546.963542572358,-5712.918362020162,0.0001053192606706
add1_mdps,all,7,-5628.636872983462,-5630.380801204216,9.596515303854069e-08
add1_mdps,all,8,-5662.916598681105,-5585.425405699677,2.60609509009743e-07
add1_mdps,all,9,-5582.982210252837,-5664.476785484648,0.0228384177473102
add1_mdps,all,10,-5557.740260811186,-5680.120366952678,8.944393691331021e-07
add1_mdps,all,11,-5738.759025100134,-5517.843042195583,3.116454088000112e-06
add1_mdps,all,12,-5481.308861120974,-5750.921482467906,0.0033297873987378
add1_mdps,all,13,-5690.423889052143,-5550.588599259792,1.1914699661423605e-06
add1_mdps,all,14,-5591.838842525792,-5649.388793743307,6.886814899570738e-06
add1_mdps,all,15,-5691.485700859023,-5558.170615580955,0.0054326714195495
add1_mdps,all,16,-5631.297853496206,-5611.268813010928,0.0208481253754226
add1_mdps,all,17,-5729.241065324099,-5520.374227511121,0.0049957540442183
add1_mdps,all,18,-5817.418363090159,-5442.370123959101,0.0264589086543688
add1_mdps,all,19,-5710.294994064491,-5563.965450709506,4.264546324393326e-08
add1_mdps,all,20,-5592.018545189644,-5640.062495597507,6.286637690455912e-06
add1_mdps,all,21,-5577.558245491362,-5662.955427143583,0.0036878365887627
add1_mdps,all,22,-5725.305693845328,-5513.80444141036,2.1177478847450367e-05
add1_mdps,all,23,-5612.7477921851605,-5631.167844143412,2.384602338457057e-06
add1_mdps,all,24,-5443.111130838957,-5793.06983626188,0.001300891689363
add1_mdps,all,25,-5554.033662577584,-5683.715231774165,5.292622200207917e-07
add1_mdps,all,26,-5722.425419917884,-5517.043144023847,5.837883962063737e-06
add1_mdps,all,27,-5654.2287435800445,-5588.885242725741,2.5741006792495023e-05
add1_mdps,all,28,-5519.435308142336,-5718.02353513844,0.0076929051295026
add1_mdps,all,29,-5629.599704347417,-5611.273731065391,1.386757103804711e-06
add1_mdps,all,30,-5557.591805218662,-5680.414403008667,5.1487586872747736e-06
add1_mdps,all,31,-5795.040243760509,-5453.343512394113,2.2296520183431305e-07
add1_mdps,all,32,-5642.593700148253,-5607.323192941931,1.3581142329829605e-06
add1_mdps,all,33,-5496.160866260914,-5744.611858044485,4.571594378007341e-06
add1_mdps,all,34,-5573.476386716518,-5667.992729563795,3.04229701536718e-08
add1_mdps,all,35,-5726.241353594027,-5521.0195230210775,6.804067305275033e-07
add1_mdps,all,36,-5747.757641638039,-5489.311503304368,2.4803958650530723e-06
add1_mdps,all,37,-5581.736016625697,-5673.704781905176,2.212215913802136e-06
add1_mdps,all,38,-5622.629670843527,-5618.952421692371,0.0003320948985788
add1_mdps,all,39,-5627.172358176107,-5626.223883100325,6.736697808977862e-08
add1_mdps,all,40,-5733.983978219677,-5507.59273449375,7.5668481859188e-06
add1_mdps,all,41,-5563.168479837481,-5697.800068275546,9.68559313068843e-07
add1_mdps,all,42,-5545.190412356611,-5699.903729502796,1.2055197577266411e-06
add1_mdps,all,43,-5618.52258672623,-5624.148014569134,0.010050449966184
add1_mdps,all,44,-5517.061302055436,-5721.272903008124,2.4682197215218187e-06
add1_mdps,all,45,-5617.710648686242,-5615.666275924162,0.0011359721739403
add1_mdps,all,46,-5619.907632682107,-5631.338690922026,2.287144749130472e-06
add1_mdps,all,47,-5599.757344967526,-5656.5660347572575,4.931393403059475e-07
add1_mdps,all,48,-5711.394028429528,-5550.818259913645,9.608493611575828e-06
add1_mdps,all,49,-5543.879085326864,-5692.741854075485,2.946092298501992e-09
add1_mdp,all,0,-5675.93586854372,-5556.463222570094,0.0023885419703138
add1_mdp,all,1,-5672.45889713242,-5561.419502121008,4.07503159294866e-06
add1_mdp,all,2,-5881.355551595963,-5363.475157011883,1.7784651638505757e-05
add1_mdp,all,3,-5797.3347563983925,-5452.219766996439,3.618163775342732e-06
add1_mdp,all,4,-5346.679903497679,-5907.536824028791,4.317360750129186e-06
add1_mdp,all,5,-5523.380213498613,-5710.374366191319,4.986910294704034e-06
add1_mdp,all,6,-5536.63508344712,-5714.168989787461,6.905792488553491e-06
add1_mdp,all,7,-5622.192718116674,-5627.19534601952,6.0853082454798e-06
add1_mdp,all,8,-5651.897764805412,-5589.9401150670765,5.992035758603785e-06
add1_mdp,all,9,-5569.705360746199,-5662.987273679656,0.0413308651964229
add1_mdp,all,10,-5566.124819042228,-5690.45474594772,7.062660561109263e-07
add1_mdp,all,11,-5737.564648304463,-5515.182142815782,3.8926169965580745e-06
add1_mdp,all,12,-5481.85677928261,-5754.988581629927,1.4272144428586096e-08
add1_mdp,all,13,-5689.607822855407,-5545.437583390605,6.11889103933306e-08
add1_mdp,all,14,-5594.91133428939,-5647.009806106861,3.367713727224912e-05
add1_mdp,all,15,-5704.11982281012,-5553.220075739625,0.0107267610609188
add1_mdp,all,16,-5630.640497343339,-5621.257281897968,0.0193590189569116
add1_mdp,all,17,-5723.634964560808,-5512.368736401768,0.0120095274139795
add1_mdp,all,18,-5810.289332409996,-5435.947303932806,0.0179977947778627
add1_mdp,all,19,-5699.625275576344,-5553.398578250362,7.545191771645891e-07
add1_mdp,all,20,-5602.459727216791,-5644.684089031989,1.1156405917499203e-06
add1_mdp,all,21,-5568.8784563258405,-5664.816324567017,0.0018583295229234
add1_mdp,all,22,-5721.864742515607,-5508.031753637884,3.213501855940424e-06
add1_mdp,all,23,-5614.8090256459245,-5628.991322820057,7.809203565813637e-08
add1_mdp,all,24,-5450.008752631171,-5788.740298400723,0.0038584133671923
